Tiktoker,influencer name,Subscribers count,Subscribers count,Views avg.,Views avg.,Likes avg,Likes avg,Comments avg.,Comments avg.,Shares avg,Shares avg
peetmontzingo,Peet Montzingo,10.4M,10400000,2.4M,2400000,266.6K,266600,1.3K,1300,500,500
pegamangaa,Pegamangaa,1.9M,1900000,2M,2000000,242.4K,242400,704,704,1.4K,1400
pepperonimuffin,Kirsten,7.3M,7300000,3.8M,3800000,688.1K,688100,1.4K,1400,524,524
pete_pamana,petepamana,2.7M,2700000,2.9M,2900000,307.2K,307200,1.6K,1600,801,801
phamvinh99,Phạm Vinh,2.7M,2700000,2.8M,2800000,224.8K,224800,1.4K,1400,913,913
phatnail,Lê Đại Phát 🥑,1.3M,1300000,2.9M,2900000,190.9K,190900,2.4K,2400,238,238
phun.anh,Phùn Anh,3.6M,3600000,3M,3000000,271.6K,271600,2K,2000,735,735
pietro_storti,pietro.storti,400.7K,400700,1M,1000000,141.6K,141600,1.6K,1600,5.8K,5800
piperrockelle,♥️Piper Rockelle♠️,9.5M,9500000,1.7M,1700000,173.2K,173200,4.3K,4300,389,389
pkllipe,Pk,17.7M,17700000,2.1M,2100000,378.7K,378700,1.7K,1700,2.1K,2100
pollywogcabin,Jake Valois,149.6K,149600,1.4M,1400000,134.6K,134600,664,664,11.8K,11800
polya_tuti,Поля тут🔥👇,2.3M,2300000,3.1M,3100000,250.6K,250600,711,711,730,730
pongamoslo_a_prueba,Pongámoslo a Prueba,34.2M,34200000,11.2M,11200000,1.7M,1700000,4.1K,4100,3.5K,3500
popokbolong,PARHANCUK!,2.6M,2600000,1.5M,1500000,276.9K,276900,1.6K,1600,806,806
posterised,Posterised,4.1M,4100000,10.1M,10100000,1.3M,1300000,3.6K,3600,3.9K,3900
pr4nce,gabriel prince,2.6M,2600000,1.6M,1600000,267.1K,267100,3.5K,3500,2.5K,2500
priimoraa,Prii Moraa,15M,15000000,3M,3000000,525.9K,525900,840,840,880,880
priv_mav,MAV 🦦,5.3M,5300000,2.7M,2700000,334K,334000,524,524,686,686
psg,psg,27.9M,27900000,2.6M,2600000,271.5K,271500,1.5K,1500,497,497
pureojuice,NO OPPS OUT ON ALL PLATFORMS,168.3K,168300,1.1M,1100000,186.1K,186100,3.3K,3300,3.7K,3700
qamar_altaey,𓆩𝑄𝐴𝑀𝐴𝑅¹⁶𓆪,3.2M,3200000,5.8M,5800000,517.2K,517200,12.2K,12200,11.6K,11600
qpark,Q Park,32M,32000000,12.4M,12400000,1.1M,1100000,6.4K,6400,19.1K,19100
queen_paul,⭐️💄Queen Paul💄⭐️,3.1M,3100000,3.2M,3200000,78.9K,78900,3.1K,3100,950,950
qvos,Rupthy🏡 (Roblox),1.9M,1900000,1.5M,1500000,157.1K,157100,4.2K,4200,2.2K,2200
rad.miru,🌜РАДМИР🌛,12M,12000000,3.7M,3700000,298.2K,298200,1.1K,1100,294,294
rafaellatuma,Rafaella Tuma,1.2M,1200000,1.5M,1500000,146K,146000,1.4K,1400,12.6K,12600
rafaelsantos,Rafael Santos,17.9M,17900000,2.4M,2400000,548K,548000,2.7K,2700,1.1K,1100
rafifrasyaq,rafif,74.7K,74700,1.6M,1600000,221.8K,221800,1.8K,1800,4.1K,4100
rah_money1,General ock,3.1M,3100000,1.7M,1700000,231.5K,231500,1.5K,1500,1.4K,1400
rakib_hossain_vlogs,Rakib Hossain,1.2M,1200000,1.3M,1300000,139.6K,139600,4.1K,4100,1.1K,1100
ramonvitor,ramonvitor,4.4M,4400000,3.9M,3900000,821.6K,821600,2.9K,2900,1.3K,1300
ratuauliaa22,ratuauliatp,12.6M,12600000,2.5M,2500000,304.1K,304100,1.9K,1900,1K,1000
rawwwash,Mostafa Abo Rawash,1.2M,1200000,7.1M,7100000,370.6K,370600,2.1K,2100,3.7K,3700
rayanfahmi,Rayoon,3.3M,3300000,2.4M,2400000,221.2K,221200,1.2K,1200,921,921
rayssabuq,Rayssa Buq,6.1M,6100000,1.5M,1500000,252.2K,252200,2K,2000,761,761
readyfredi,fredi,2.3M,2300000,7.5M,7500000,1.4M,1400000,19K,19000,32.1K,32100
real_animasinopal,Animasinopal,1.5M,1500000,2.5M,2500000,309.6K,309600,1K,1000,3.1K,3100
realmadrid,Real Madrid C.F.,17.7M,17700000,2.8M,2800000,403.2K,403200,2.6K,2600,2.3K,2300
renpc_,✨Ren PC✨,4.1M,4100000,1.9M,1900000,349.7K,349700,1.8K,1800,6.4K,6400
reyyhaan31,Reyyhaan!,4.4M,4400000,2.8M,2800000,213.5K,213500,1K,1000,409,409
riaricis,Ria Ricis,27.4M,27400000,2.9M,2900000,276.7K,276700,1.1K,1100,1.2K,1200
richcaroline,Caroline Ricke,3.1M,3100000,1.6M,1600000,308.2K,308200,669,669,1.4K,1400
rickylemon99,Ricky Limon,11.6M,11600000,3.5M,3500000,394.8K,394800,549,549,366,366
rita_pubg,ريتا العراقية,1.6M,1600000,1.4M,1400000,135.7K,135700,7.5K,7500,1.5K,1500
robert_kelley,Robert Rausch,780.5K,780500,1.4M,1400000,280K,280000,1.4K,1400,2K,2000
roblox,Roblox,8.8M,8800000,1.5M,1500000,239.6K,239600,5.9K,5900,1.5K,1500
rosalia,La Rosalia,20.8M,20800000,3.3M,3300000,445.1K,445100,2.1K,2100,992,992
rubentuestaok,Ruben Tuesta,15.6M,15600000,4.9M,4900000,568.1K,568100,1.4K,1400,4K,4000
rucenuenda1,Ruce Nuenda,1.6M,1600000,2.1M,2100000,332.5K,332500,1.4K,1400,740,740
rug,FaZe Rug,9.1M,9100000,1.7M,1700000,230.5K,230500,1.9K,1900,314,314
rus.alien,Rustam Raziev,7M,7000000,5M,5000000,279.5K,279500,1.2K,1200,233,233
ryanbakery,𝙍𝙮𝙖𝙣𝘽𝙖𝙠𝙚𝙧𝙮,1.5M,1500000,3.5M,3500000,364.5K,364500,4.2K,4200,4.2K,4200
rzy135,RZ......,278.3K,278300,1.1M,1100000,153.9K,153900,1.1K,1100,3.8K,3800
rzy135,RZ......,278.3K,278300,1.1M,1100000,153.9K,153900,1.1K,1100,3.8K,3800
sa_ro01,sara💜,5.8M,5800000,4.9M,4900000,385.9K,385900,8.2K,8200,2.3K,2300
saafiir_,Saafiir,3.6M,3600000,3.5M,3500000,143.6K,143600,738,738,789,789
sabrenorris,Sabre Norris,3.1M,3100000,1.7M,1700000,168.4K,168400,9.6K,9600,607,607
sabrinacarpenter,Sabrina Carpenter,12.3M,12300000,2.8M,2800000,502.6K,502600,1.5K,1500,1.1K,1100
sabrinamaria,Sabrina Maria,66K,66000,3.4M,3400000,435.9K,435900,1.7K,1700,752,752
sachiuki,sachi ˘͈ᵕ˘͈,617.4K,617400,866.8K,866800,269.2K,269200,3.9K,3900,2.8K,2800
samanth_a01,Sam,490.5K,490500,1.9M,1900000,247.9K,247900,1.7K,1700,1.1K,1100
samkelly322,Samantha Kelly,2.5M,2500000,2.4M,2400000,423.5K,423500,1.2K,1200,2.1K,2100
sammihanratty,Sammi Hanratty,1.2M,1200000,3.7M,3700000,775.5K,775500,1.6K,1600,1.5K,1500
sammy_dao222,Sammy Đào,2.6M,2600000,2.2M,2200000,218.7K,218700,4K,4000,1.3K,1300
samseats,Sam Way,9M,9000000,9.6M,9600000,1.1M,1100000,2.3K,2300,2.1K,2100
sarahcothran,Sarah Cothran,3.2M,3200000,1.5M,1500000,276.8K,276800,1.2K,1200,1K,1000
scarlettsspam2,scarlett,2.1M,2100000,17.9M,17900000,845.8K,845800,53.9K,53900,6.3K,6300
scottsreality,Scott 🔥,37.4M,37400000,4.9M,4900000,139.6K,139600,1K,1000,196,196
scottsreality,Scott 🔥,37.4M,37400000,4.9M,4900000,139.6K,139600,1K,1000,196,196
scottsreality,Scott 🔥,37.4M,37400000,4.9M,4900000,139.6K,139600,1K,1000,196,196
secondhandhuns,Verona Farrell,99K,99000,1.8M,1800000,252.5K,252500,1.9K,1900,1.2K,1200
sefo,Sefo,759.8K,759800,3.3M,3300000,283.4K,283400,1K,1000,810,810
selenagomez,Selena Gomez,41.6M,41600000,11.3M,11300000,1.9M,1900000,12K,12000,6.1K,6100
selenaoutdid,♡,347.2K,347200,2M,2000000,280.7K,280700,1.5K,1500,1.8K,1800
semiraminta,Yeliz Korkmaz,11.9M,11900000,2.2M,2200000,167.4K,167400,5K,5000,605,605
sergioramos,Sergio Ramos,10.2M,10200000,1.6M,1600000,192.7K,192700,4.8K,4800,342,342
seventeen17_official,SEVENTEEN,5M,5000000,3.4M,3400000,748.6K,748600,10.3K,10300,9.4K,9400
shadisrour,Shadi Srour,1.9M,1900000,3.1M,3100000,290.3K,290300,4.1K,4100,2.7K,2700
shahab_vid1,حساب الرسمي شهاب ملح,3M,3000000,3.7M,3700000,62.4K,62400,2.6K,2600,1.9K,1900
shakira,Shakira,23.9M,23900000,6.3M,6300000,407.3K,407300,1.6K,1600,508,508
shanjid_hasan,🔥Shanjid Hasan🔥,4.6M,4600000,2.2M,2200000,233.7K,233700,1.1K,1100,879,879
shanti_rehman,shanti rehman🇧🇩,290.3K,290300,3.7M,3700000,245.1K,245100,2K,2000,2.2K,2200
sharl_crb,sharl,1.8M,1800000,2.1M,2100000,365.7K,365700,1.3K,1300,516,516
shayvise,Shayvise,2.9M,2900000,2.1M,2100000,376K,376000,861,861,282,282
shenacinnamon,Shenina Cinnamon,530.6K,530600,2.5M,2500000,237.7K,237700,798,798,559,559
sherifkhalid,sherif khalid 🙏,9.8M,9800000,1.3M,1300000,154.6K,154600,2K,2000,2.3K,2300
shlatfish,Shlatfish,3.8M,3800000,1.8M,1800000,250.1K,250100,3.9K,3900,2.6K,2600
shxtsngigs,ShxtsNGigs Podcast,4M,4000000,6M,6000000,1.2M,1200000,2.4K,2400,13.1K,13100
sibenitoo,SiBenitoo,5.1M,5100000,1.7M,1700000,147.8K,147800,2K,2000,1.2K,1200
sidetalknyc,Sidetalk,3.7M,3700000,1.6M,1600000,222.1K,222100,897,897,3.8K,3800
simp4me.de,Soffi,17.3K,17300,1.4M,1400000,202.5K,202500,2.2K,2200,6.4K,6400
siscakohl,Sisca Kohl,12M,12000000,11.2M,11200000,1.4M,1400000,15K,15000,5.2K,5200
sjbleau,SJ,12.9M,12900000,2.5M,2500000,372.2K,372200,979,979,576,576
skaijackson,Skai Jackson 🥰,19.9M,19900000,2M,2000000,393.3K,393300,1.5K,1500,601,601
skillerhomei,Football ⚽️ SkillerHome,1.9M,1900000,1.9M,1900000,329.7K,329700,3.8K,3800,4.8K,4800
slimjim,Slim Jim,2.7M,2700000,1.8M,1800000,137K,137000,22.7K,22700,190,190
snauzk,snauzk,4.3M,4300000,897K,897000,225.6K,225600,1.9K,1900,3.6K,3600
snoopdogg,Snoop Dogg,21.4M,21400000,4.3M,4300000,362.3K,362300,4.7K,4700,1.8K,1800
sofiaespanha,sofia espanha,3.7M,3700000,2.6M,2600000,437.2K,437200,2.8K,2800,688,688
softbulletgun97,Tik Toker,1.3M,1300000,2.3M,2300000,188.3K,188300,2.2K,2200,4.1K,4100
somosnoveleiros,𝗷𝘂𝗹𝗶𝗼,1.1M,1100000,1.5M,1500000,287.8K,287800,1.7K,1700,537,537
soojinicoreana,Chingu Amiga,18.6M,18600000,9M,9000000,1.4M,1400000,4.3K,4300,1.1K,1100
soupytime,georgie,5.1M,5100000,1.3M,1300000,282.5K,282500,2.1K,2100,794,794
soydekko,Soydekko,6.9M,6900000,2.1M,2100000,307.8K,307800,2K,2000,304,304
soyminisech,🐻🐻SECHITO🐻🐻,731.6K,731600,5.7M,5700000,360.7K,360700,1.5K,1500,5.7K,5700
soysaucer,fivar,563K,563000,5.9M,5900000,851.1K,851100,2.7K,2700,14.4K,14400
soysuco,soysuco,11.4M,11400000,4.8M,4800000,628.1K,628100,14.5K,14500,1.7K,1700
soysuco_ff,Suco Ismael,3.7M,3700000,3.4M,3400000,430.5K,430500,6.6K,6600,981,981
spencer_serafica,Xspencer,12.9M,12900000,3.2M,3200000,562.2K,562200,3.1K,3100,2.6K,2600
spents,Spence,1.7M,1700000,1.2M,1200000,255.3K,255300,1.2K,1200,1.5K,1500
spicyycam_,Spice King,19.1M,19100000,1.8M,1800000,214.8K,214800,1.9K,1900,139,139
stayc_official,STAYC,1.4M,1400000,706.2K,706200,229.9K,229900,5.4K,5400,1.4K,1400
stellajero16,Vester Ajero,1.3M,1300000,861.9K,861900,185.3K,185300,9.3K,9300,970,970
stephenamell,Stephen Amell,1.6M,1600000,1.2M,1200000,206.5K,206500,2.1K,2100,2.7K,2700
stevang08,stevang08,251.1K,251100,2.2M,2200000,293K,293000,2.1K,2100,23.3K,23300
steveioe,Steveioe,10.9M,10900000,1.4M,1400000,254K,254000,888,888,1.5K,1500
story_7647,𝕾𝖙𝖔𝖗𝖞,571.1K,571100,1.6M,1600000,316.5K,316500,358,358,6.1K,6100
straange_56guuuuy,aikihoruus?,5.9K,5900,1.5M,1500000,276.6K,276600,2.2K,2200,10.8K,10800
strangehumano,strangehuman,9.2M,9200000,4.6M,4600000,656.7K,656700,2.2K,2200,1.6K,1600
straykids_japan,straykids_japan,7.6M,7600000,849.6K,849600,255.3K,255300,6.7K,6700,4.7K,4700
subwaysurfersofficial,Subway Surfers,4.3M,4300000,4.2M,4200000,677.1K,677100,8.4K,8400,963,963
sucss.s,Açucena Guirra,10.7M,10700000,2.7M,2700000,608.5K,608500,2.8K,2800,649,649
supadupahumble,@supadupahumble,2.2M,2200000,2.7M,2700000,540.3K,540300,1.7K,1700,6.9K,6900
surfinsafari,Surfin Safari,105.7K,105700,2M,2000000,221.1K,221100,1.4K,1400,1.7K,1700
susymourizz,🍩Susy Mouriz🍩,7.2M,7200000,2M,2000000,229.3K,229300,2.7K,2700,1.3K,1300
swaggyj.enny,tg,546.3K,546300,1.5M,1500000,316.2K,316200,1.6K,1600,1.2K,1200
tai.tl2,tai_tl,396.9K,396900,1.2M,1200000,212.4K,212400,1.7K,1700,3.3K,3300
talalionaire,طلاليونير,593K,593000,5.6M,5600000,404.1K,404100,10.9K,10900,8.1K,8100
talfishman,Tal Fishman,2.2M,2200000,1.6M,1600000,206.5K,206500,1.5K,1500,837,837
tangmokoko,แตงโม โกโก้ปั่น,901.5K,901500,3M,3000000,191.4K,191400,1.6K,1600,467,467
tannertan36,tan,689.8K,689800,926.2K,926200,249.3K,249300,1.9K,1900,3.6K,3600
taylorfrankiepaul,Taylor Paul,3.6M,3600000,3.5M,3500000,155.7K,155700,1.2K,1200,443,443
teddyteclebrhan,TeddyTeclebrhan,863.2K,863200,1.2M,1200000,140.5K,140500,585,585,4K,4000
terryreloaded,Terry Reloaded,5.9M,5900000,4.7M,4700000,946.9K,946900,7.1K,7100,13.2K,13200
tessteur,Tess Teur,83.4K,83400,940.8K,940800,81.9K,81900,704,704,10.8K,10800
teukuryantr,teukuryantr,3.7M,3700000,2.2M,2200000,215.9K,215900,1.4K,1400,1.6K,1600
texasboi78,Casey,21.4K,21400,1.4M,1400000,89K,89000,900,900,19K,19000
thallyssonsb,Thallysson Borges,9.6M,9600000,2.6M,2600000,388.8K,388800,4.2K,4200,6K,6000
thanhyvo,🌹❤️Thành ý võ ❤️🌹,11.5M,11500000,3.9M,3900000,245.1K,245100,1.1K,1100,202,202
thatlittlepuff,ThatLittlePuff,28.6M,28600000,4.6M,4600000,476.5K,476500,916,916,1.2K,1200
thaybeou40,Thầy Beo U40,4.1M,4100000,4.1M,4100000,363.6K,363600,2K,2000,290,290
the.historical,History Footage,201.5K,201500,2.9M,2900000,346.2K,346200,4.8K,4800,5.1K,5100
theandrewschulz,Andrew Schulz,3.5M,3500000,2.6M,2600000,474.1K,474100,2.7K,2700,11.8K,11800
thebenjishow,benji,5.7M,5700000,1.8M,1800000,274.1K,274100,1.1K,1100,1.5K,1500
thebosswives,The Boss Wives,1.1M,1100000,2.2M,2200000,206.2K,206200,808,808,4.2K,4200
thecoreyb,Corey B,8.7M,8700000,905.9K,905900,141.4K,141400,808,808,5.6K,5600
theevaelfie,Eva Elfie,4.1M,4100000,1.6M,1600000,194.1K,194100,3.5K,3500,1.2K,1200
thegervaisshrine,Ricky Gervais’ Best Bits,135.3K,135300,2.3M,2300000,232.9K,232900,1.2K,1200,3.7K,3700
thehealchef,Harry Heal,2M,2000000,2.5M,2500000,374.5K,374500,3K,3000,2.7K,2700
thekapelariz,The Kapelari Family,1.4M,1400000,1.8M,1800000,255.9K,255900,1.5K,1500,741,741
thekauczuk,Kauczuk,644.9K,644900,2.4M,2400000,205.1K,205100,2K,2000,358,358
thekidlaroi,The Kid LAROI.,3.1M,3100000,3.5M,3500000,448.5K,448500,3.6K,3600,3.1K,3100
thelondoncharles,London Charles,5.9M,5900000,2.7M,2700000,637.4K,637400,2.4K,2400,2.2K,2200
themysteriouschef,TheMysteriousChef,4.7M,4700000,1.9M,1900000,187.8K,187800,1.1K,1100,1.2K,1200
theovon,Theo Von,2.1M,2100000,1.4M,1400000,127.3K,127300,1.3K,1300,12.3K,12300
therealhammytv,TheRealHammyTV,14.8M,14800000,6.4M,6400000,322.5K,322500,2.1K,2100,17.3K,17300
therealmaneskin,Måneskin,5.7M,5700000,2.9M,2900000,339.8K,339800,1.6K,1600,974,974
therock,The Rock,53.1M,53100000,2.7M,2700000,422.7K,422700,5.9K,5900,2.9K,2900
thestradman,TheStradman,3.2M,3200000,4M,4000000,587.8K,587800,7.4K,7400,2.4K,2400
thesupercole,Cole LaBrant,21.9M,21900000,8M,8000000,848.8K,848800,3.3K,3300,2.1K,2100
thethai.14,THAIFT,445.2K,445200,2.9M,2900000,182.4K,182400,1.1K,1100,841,841
thethinktok,The Think Tok,666.1K,666100,1.7M,1700000,152.1K,152100,1.9K,1900,7.1K,7100
thiagobarrosoficial,Thiago Barros,3.6M,3600000,2M,2000000,223.7K,223700,901,901,950,950
thiagobarrosoficial,Thiago Barros,3.6M,3600000,2M,2000000,223.7K,223700,901,901,950,950
thinfrog,frog army tiktok😈🐸💪,1.5M,1500000,2.3M,2300000,204.3K,204300,1.4K,1400,863,863
thinhung99,Thị Nhung,6.2M,6200000,2.6M,2600000,295.7K,295700,4.6K,4600,965,965
thiskasai,Thiskasai,884K,884000,1.5M,1500000,272.5K,272500,1.7K,1700,6.7K,6700
tiahranelson,T✨,4.4M,4400000,890K,890000,260.8K,260800,4.1K,4100,2.9K,2900
tifannylm,⚡️TEF,8.3M,8300000,4M,4000000,451.2K,451200,1.3K,1300,517,517
tik_tok_bhadie,grantbeans,1.6M,1600000,4.6M,4600000,1.2M,1200000,4.1K,4100,6.6K,6600
tiktokchavs_,THETIKTOKCHAVS,1.4M,1400000,1.2M,1200000,203.5K,203500,1.3K,1300,2.4K,2400
tmaai_,20th6.,91.8K,91800,1.3M,1300000,170.9K,170900,638,638,4.4K,4400
tombrady,Tom Brady,4.2M,4200000,5.5M,5500000,551.6K,551600,4.5K,4500,6.9K,6900
tomjamesr,Tom Riggott,77.1K,77100,2.2M,2200000,298.7K,298700,1.1K,1100,956,956
tommyinnit,Tommy,11.5M,11500000,1.3M,1300000,366.3K,366300,5.4K,5400,1.1K,1100
tonylopez,Tony Lopez,23.1M,23100000,2.1M,2100000,252K,252000,1.3K,1300,460,460
tooturnttony,Tooturnttony,17M,17000000,4.1M,4100000,494.3K,494300,4.4K,4400,1.3K,1300
trainee_a,Trainee A,3.1M,3100000,1M,1000000,280.2K,280200,3K,3000,2.5K,2500
trashywashyy,Rach,3.6M,3600000,3.8M,3800000,288.9K,288900,1.1K,1100,355,355
trevorwallace,trevor wallace,8M,8000000,2.8M,2800000,269.4K,269400,673,673,7.6K,7600
tsezy,Tommy,4.8M,4800000,2M,2000000,253.5K,253500,1.9K,1900,735,735
tsonghanwu,Tsong Han Wu Velasquez,6.4M,6400000,2.2M,2200000,358K,358000,652,652,932,932
tuananh_villa699,🔥Tuấn Anh🔥,1.9M,1900000,1.7M,1700000,251.2K,251200,3.8K,3800,1.1K,1100
tuankiet.2000,Kiệt Hà Tịnh,3.4M,3400000,2.2M,2200000,258.4K,258400,1.3K,1300,386,386
tulio_sasaya,tulio sasaya,468.5K,468500,1.6M,1600000,366.9K,366900,2.1K,2100,1.5K,1500
tunico80,🌠Antonio Tonon🌠,6.7M,6700000,1.8M,1800000,297.8K,297800,1.8K,1800,1.8K,1800
turquoise.dec,turks<3,469.4K,469400,1.4M,1400000,302.8K,302800,1.2K,1200,1.3K,1300
tuvok12,Tuvok12,12.7M,12700000,9.3M,9300000,1.3M,1300000,1.1K,1100,1K,1000
twice_tiktok_official,TWICE,15.9M,15900000,4.9M,4900000,1.3M,1300000,21.8K,21800,12.8K,12800
txt.bighitent,TOMORROW X TOGETHER,17.3M,17300000,4.2M,4200000,1.3M,1300000,21.4K,21400,7.8K,7800
ty.funnyfunny,Ty.funnyfunny,237.7K,237700,1.2M,1200000,240.9K,240900,5K,5000,14.9K,14900
unboxing.id,unboxing.id,100K,100000,2.1M,2100000,203.9K,203900,1.3K,1300,643,643
unlabeled_,Paula 🐄,1.2M,1200000,3.3M,3300000,610.5K,610500,1.7K,1700,648,648
unlap1n,ELL/BILL,124.2K,124200,803.5K,803500,263.2K,263200,2K,2000,2.5K,2500
unreal_keanu,Unreal Keanu Reeves,3.7M,3700000,1.8M,1800000,187.9K,187900,6.4K,6400,2K,2000
usso96,Usso96,7M,7000000,4M,4000000,303.1K,303100,889,889,1.8K,1800
ustazebitlew,Ebit Lew,3.3M,3300000,2.4M,2400000,195.2K,195200,3.6K,3600,2.4K,2400
valuza.z,Valentina Zenere,1.9M,1900000,2.1M,2100000,365.7K,365700,1.3K,1300,748,748
vancityreynolds,Ryan Reynolds,20.1M,20100000,3.8M,3800000,973.5K,973500,3.4K,3400,2.5K,2500
vanessalopesr,Vanessa Lopes,23.3M,23300000,3.9M,3900000,387.9K,387900,3.2K,3200,1.8K,1800
vanrezaputra,Elaina,320.1K,320100,1.9M,1900000,163.3K,163300,2.3K,2300,1.8K,1800
vasif.yahyayev95,RASHEL KOLANECİ,1.6M,1600000,2.3M,2300000,117.9K,117900,1K,1000,1.9K,1900
veganpastrychef,Gracie,2M,2000000,2.5M,2500000,380.5K,380500,2.1K,2100,4.1K,4100
veliaveve_,Velia,2.5M,2500000,2.1M,2100000,361.3K,361300,1.4K,1400,337,337
venao2323,YANFRY EL TIERNO🙈,4.5M,4500000,1.8M,1800000,175.7K,175700,1.2K,1200,1.9K,1900
vhackerr,Vinnie,14.4M,14400000,3.7M,3700000,737.6K,737600,9.6K,9600,5.3K,5300
vibin.wit.tay,Tay,3.7M,3700000,2.8M,2800000,652K,652000,2.9K,2900,12.4K,12400
victormelo,Victor Melo,20.9M,20900000,5.1M,5100000,745.1K,745100,4.1K,4100,5.2K,5200
videomusic.oficial,Videomusic,2M,2000000,1.5M,1500000,140K,140000,284,284,5.5K,5500
vidhia_r,Vidhi_R,6.7M,6700000,3.2M,3200000,382.9K,382900,4.7K,4700,3.9K,3900
vienvibi_899,Viên Vibi,6.7M,6700000,3.2M,3200000,330.6K,330600,1.3K,1300,285,285
vietphuongthoa98,Việt Phương Thoa,11M,11000000,3.7M,3700000,426.6K,426600,1.8K,1800,387,387
viki_tory88,Вика & Женя,310.6K,310600,1.9M,1900000,48.8K,48800,208,208,12.9K,12900
viliacarl,Vilia Carl,3.2M,3200000,3.1M,3100000,281.5K,281500,785,785,1.2K,1200
vilmeijuga,VILMEI✨,13.3M,13300000,3.2M,3200000,321.6K,321600,3.6K,3600,1.9K,1900
vinhtech.review,VINHTECH REVIEW,753K,753000,4.2M,4200000,225.6K,225600,3K,3000,1.1K,1100
viralatacaramelo,vira-lata caramelo,1.5M,1500000,2.1M,2100000,526.3K,526300,4.9K,4900,1.7K,1700
virginiafonseca,Virginia,32.5M,32500000,4.3M,4300000,495.1K,495100,2.3K,2300,946,946
vitoou,vito•_•,52.4K,52400,1M,1000000,179.3K,179300,3.3K,3300,10.9K,10900
vzelivx,vzelivx,731.3K,731300,2.1M,2100000,271.2K,271200,2.6K,2600,1.3K,1300
wawazainal92,WAWA ZAINAL,116.7K,116700,1.7M,1700000,216.1K,216100,3.9K,3900,2.6K,2600
wessamq,wessamq,5.2M,5200000,8.3M,8300000,860.9K,860900,4.7K,4700,6.2K,6200
wigofellas,wigofellas,33.3M,33300000,3.2M,3200000,163.5K,163500,606,606,1.3K,1300
williamlast_krm,William Last KRM,4.6M,4600000,2M,2000000,210.6K,210600,2.9K,2900,2.4K,2400
williesalim,WILLIE SALIM,13.3M,13300000,4.3M,4300000,260.8K,260800,6K,6000,1.8K,1800
wisdm8,Wisdom Kaye,8.2M,8200000,1.4M,1400000,277.5K,277500,2.6K,2600,1.6K,1600
wuesilva,Wue Silva,12.5M,12500000,1.9M,1900000,236.4K,236400,1.6K,1600,1.6K,1600
xtnam1,Lee,2M,2000000,1.3M,1300000,352.8K,352800,1.5K,1500,1.2K,1200
xxlechuga,Daniel Lechuga,4.1M,4100000,1.2M,1200000,293.1K,293100,1.3K,1300,2K,2000
xxxten1369,XXXTENTACION,3.7M,3700000,2.8M,2800000,335.1K,335100,1K,1000,1.8K,1800
yahia_x,يحيى الزعبي,2.2M,2200000,4M,4000000,189.9K,189900,1K,1000,3.1K,3100
yasincengiz38,YasinCengiz,1.5M,1500000,5.3M,5300000,141.5K,141500,433,433,4.5K,4500
yescyrille,Yescyrille,3M,3000000,3M,3000000,196.5K,196500,967,967,2.2K,2200
yesimresmi1,~YEŞİM,16.6M,16600000,3.3M,3300000,223.4K,223400,1.5K,1500,850,850
yg_treasure_tiktok,yg_treasure_official,4.2M,4200000,2.3M,2300000,645.4K,645400,10.2K,10200,6.2K,6200
ygnazz,NAS,1.5M,1500000,1.2M,1200000,214.8K,214800,1.6K,1600,2.6K,2600
yizaroff,YIZARO,4.9M,4900000,1.8M,1800000,252.2K,252200,2.9K,2900,551,551
yk_osiris,YK Osiris,1.9M,1900000,3M,3000000,373.6K,373600,4K,4000,6.3K,6300
yogaarizona,Yoga Arizona,1M,1000000,3.7M,3700000,352.7K,352700,1.8K,1800,1.9K,1900
yucholoco,Sintya Marisca,2.2M,2200000,2M,2000000,226.2K,226200,6.8K,6800,3.9K,3900
yunggravy,Yung Gravy 🍯,3.8M,3800000,2.8M,2800000,431.9K,431900,2.7K,2700,3K,3000
yurielkysojeda,Yurielkys Ojeda,13.7M,13700000,2M,2000000,293.7K,293700,1.3K,1300,515,515
yzn47,يزن الأسمر,6.1M,6100000,13.1M,13100000,555.5K,555500,3.6K,3600,20.1K,20100
zachking,Zach King,68.8M,68800000,3.5M,3500000,394.4K,394400,1.4K,1400,650,650
zakuryyy,ZAK,423.5K,423500,2.6M,2600000,359.3K,359300,1.9K,1900,5K,5000
zappingtv.it,ZappingTv.it,146.2K,146200,2.3M,2300000,150K,150000,426,426,2K,2000
zara,ZARA,2.6M,2600000,6.2M,6200000,235.5K,235500,786,786,399,399
zeinabharake,Zeinab Harake,13.5M,13500000,2.6M,2600000,399.2K,399200,1.5K,1500,637,637
zeth,Zeth,12.5M,12500000,6.7M,6700000,1.3M,1300000,3K,3000,7.7K,7700
zodiac.boyfriend,Zodiac Boyfriend🪐🔮,1.8M,1800000,1.9M,1900000,272.7K,272700,6.8K,6800,3.6K,3600
zowloficial,Lord Zowl,1.1M,1100000,1.4M,1400000,178.1K,178100,1.4K,1400,2.1K,2100
zrt.foot,ZR7,100.8K,100800,2.3M,2300000,218K,218000,1.7K,1700,6.4K,6400
zubarefff,Зубарев Александр,4M,4000000,1.9M,1900000,249K,249000,1.3K,1300,1.6K,1600
